rep,fold,accuracy,recall,f1_score,features_selected,time_selection,time_total,train_time,pred_time
1,1,0.8,0.797979797979798,0.797979797979798,"[1670, 1540, 9719, 4191, 8845, 5004, 765, 8935, 3147, 3035, 619, 2639, 2979, 1231, 8422, 6914, 5586, 8501, 7822, 5472, 1234, 1811, 7318, 9749, 6747, 1512, 6125, 7747, 3241, 5045, 9465, 8703, 8050, 5652, 243, 2372, 4289, 1605, 7219, 3521, 3719, 6824, 697, 9586, 4492, 3381, 5880, 9278, 3221, 293, 3782, 9641, 2097, 2021, 4325, 6427, 3364, 1375, 5866, 3013, 2699, 435, 7907, 5938, 5079, 7147, 6133, 1437, 7524, 8017, 326, 2126, 8367, 9237, 5416]",1.3019349575042725,1.5170750617980957,0.0022144317626953125,0.14791536331176758
1,2,0.825,0.8207070707070707,0.8222222222222222,"[1540, 765, 243, 1670, 4191, 2639, 8845, 9070, 1231, 8792, 5045, 8322, 1605, 3986, 7856, 7524, 7520, 6914, 9446, 1811, 5866, 8805, 1512, 3780, 5004, 4492, 6098, 1750, 2372, 6427, 9134, 7747, 435, 7219, 3035, 9641, 7822, 7499, 1475, 85, 8935, 7318, 731, 6624, 2979, 8869, 8422, 4653, 2254, 2076, 8191, 2636, 9886, 2797, 7907, 9275, 5801, 5800, 6509, 9511, 3515, 8317, 8017, 1210, 2441, 6492, 9734, 619, 2126, 6824, 9790, 2203, 697, 7315, 7260]",1.2956318855285645,1.3322722911834717,0.0020024776458740234,0.03212404251098633
1,3,0.775,0.7853535353535352,0.7748592870544091,"[1670, 6914, 243, 7074, 4191, 2372, 2979, 2639, 1375, 435, 5866, 2308, 6427, 6098, 9070, 8367, 9886, 1231, 3577, 3719, 1605, 311, 3364, 1811, 8322, 4959, 1999, 413, 2817, 6428, 8845, 7524, 994, 130, 9941, 7747, 5082, 5810, 3147, 1540, 1399, 2021, 1461, 8148, 1515, 7242, 3691, 765, 7993, 8136, 7219, 5795, 9616, 9641, 7856, 3820, 1475, 4188, 619, 8359, 3951, 1257, 9026, 85, 3515, 8435, 7907, 3776, 1750, 8805, 3302, 4186, 1234, 1312, 1754]",1.3051762580871582,1.3409395217895508,0.0024356842041015625,0.03182244300842285
1,4,0.9,0.8976982097186701,0.8976982097186701,"[3381, 5004, 2979, 7524, 765, 8317, 9092, 1540, 3780, 2308, 7400, 2643, 9278, 243, 8367, 7340, 2817, 2372, 1512, 1256, 3577, 8845, 1375, 2408, 5804, 1670, 3691, 413, 9616, 1231, 1437, 5810, 9586, 9446, 7733, 1605, 4191, 856, 2865, 3364, 9749, 6914, 6764, 5866, 7993, 8360, 6585, 7093, 981, 9649, 2524, 311, 7627, 6560, 375, 1811, 8422, 4237, 3967, 8784, 8460, 9026, 8126, 3515, 619, 839, 1848, 5757, 6366, 7920, 3892, 4959, 8148, 7822, 3258]",1.279231309890747,1.3144018650054932,0.0020020008087158203,0.03215909004211426
1,5,0.75,0.7289002557544757,0.7333333333333334,"[5004, 2372, 85, 7524, 4191, 243, 2979, 1512, 1605, 7318, 7520, 3982, 5866, 697, 1999, 2806, 435, 9134, 1670, 1540, 1475, 619, 2817, 8848, 765, 2441, 7747, 781, 2308, 5082, 9278, 4732, 6914, 3691, 6907, 3013, 4895, 2328, 5810, 8845, 7499, 3954, 8377, 413, 1231, 9511, 8367, 763, 3620, 8501, 8422, 4966, 9659, 311, 6811, 9070, 4289, 4556, 4492, 2639, 4653, 6624, 7856, 3577, 871, 9584, 7870, 9658, 1095, 8266, 1974, 9749, 3986, 9616, 4483]",1.2789008617401123,1.3154842853546143,0.0020046234130859375,0.03219246864318848
2,1,0.75,0.7525252525252526,0.7493734335839599,"[9586, 2639, 9134, 8422, 765, 2979, 4191, 4492, 8703, 1670, 1540, 5652, 7822, 2372, 9446, 6509, 619, 1605, 8841, 8845, 948, 243, 5866, 6914, 8322, 9749, 5800, 85, 1363, 7074, 1231, 1234, 2335, 2254, 2283, 8017, 7318, 9431, 7524, 7315, 2636, 2408, 9641, 6624, 7907, 5004, 5420, 1811, 1388, 5472, 1999, 859, 7260, 2126, 2541, 8501, 3990, 2866, 718, 6243, 6133, 1475, 4289, 8797, 697, 6933, 6564, 7747, 413, 8816, 7195, 8266, 4688, 4075, 8425]",1.2719073295593262,1.3087372779846191,0.002000093460083008,0.032825469970703125
2,2,0.9,0.8888888888888888,0.8958333333333333,"[9886, 2979, 5866, 5004, 4191, 1540, 7524, 1670, 243, 1231, 7883, 2308, 3577, 8367, 7074, 6914, 8845, 5420, 765, 1512, 311, 3364, 619, 5192, 2817, 2639, 9278, 4959, 9616, 6098, 6824, 413, 130, 1605, 9641, 8136, 1811, 9749, 9511, 9070, 3691, 157, 7822, 1095, 6096, 9586, 8359, 8435, 5810, 6480, 3951, 8422, 7993, 839, 9516, 7318, 3381, 9446, 3604, 7907, 4839, 9026, 8703, 3628, 1375, 6427, 326, 8869, 4483, 7520, 8191, 44, 9649, 1437, 2762]",1.2739195823669434,1.3097589015960693,0.002000570297241211,0.03184151649475098
2,3,0.8,0.797979797979798,0.797979797979798,"[7747, 2372, 8501, 1475, 5472, 435, 697, 243, 4289, 7524, 9070, 7196, 85, 7856, 3515, 6927, 9886, 1512, 6098, 5866, 1670, 1605, 8805, 2806, 1540, 2501, 765, 1231, 619, 4191, 5235, 8845, 9749, 6970, 3362, 7219, 6427, 1882, 7897, 6912, 3035, 839, 2979, 8105, 6907, 3986, 6914, 8288, 4653, 2328, 7031, 2126, 3004, 3061, 9584, 7899, 4972, 1661, 9658, 6133, 8422, 1293, 6243, 6385, 718, 4420, 7315, 7260, 9477, 2524, 6003, 313, 8774, 8935, 4879]",1.2785956859588623,1.3148975372314453,0.0019989013671875,0.0323030948638916
2,4,0.925,0.9194373401534527,0.9226305609284333,"[765, 7524, 4191, 2639, 8935, 8322, 1670, 3780, 9446, 9092, 1256, 7400, 6040, 8317, 2372, 6914, 243, 3147, 1540, 1605, 4188, 8845, 7822, 4492, 3719, 1512, 9641, 1231, 9790, 7907, 1461, 8266, 1375, 9070, 2979, 5004, 2817, 3967, 1767, 9305, 5810, 2308, 2865, 1234, 8422, 1021, 1811, 9465, 2254, 3691, 8367, 3035, 5866, 6907, 3515, 311, 3364, 2643, 6747, 8792, 4959, 7070, 994, 6427, 468, 758, 6098, 839, 4483, 7018, 3782, 8435, 2927, 4, 413]",1.2730419635772705,1.3094830513000488,0.0010001659393310547,0.03343605995178223
2,5,0.75,0.7365728900255755,0.7395833333333333,"[2979, 1670, 5004, 8845, 1540, 3780, 1461, 6914, 1811, 2817, 9278, 2643, 1231, 3691, 619, 5082, 4191, 9616, 2308, 7733, 5810, 800, 1512, 243, 8367, 765, 1375, 375, 311, 2865, 3364, 413, 2639, 6824, 7520, 4839, 3577, 4369, 1812, 9504, 9511, 9649, 4959, 5866, 8935, 6510, 8590, 7993, 1437, 7524, 9459, 4653, 8422, 1605, 9941, 130, 5902, 2372, 3604, 435, 3035, 8191, 1095, 9026, 5800, 5186, 157, 3381, 6427, 7242, 44, 4613, 7855, 839, 7920]",1.2734565734863281,1.3095338344573975,0.0020062923431396484,0.03260302543640137
3,1,0.875,0.8661616161616161,0.871050934880722,"[8935, 9586, 7524, 2979, 243, 2308, 7219, 3577, 765, 2639, 6427, 8322, 2372, 8367, 1375, 7074, 8805, 9134, 1512, 8266, 5004, 7822, 5866, 7747, 435, 1475, 2817, 2806, 219, 7856, 1999, 9616, 1974, 1231, 3035, 8422, 3364, 130, 4191, 1605, 3691, 2254, 1670, 468, 6522, 6747, 4182, 5810, 9446, 1786, 4, 9749, 9649, 311, 1540, 413, 3986, 8501, 9070, 9886, 3782, 948, 8848, 5108, 9989, 85, 7340, 5804, 2328, 7196, 8845, 6907, 7315, 1601, 7920]",1.2724032402038574,1.308408260345459,0.001999378204345703,0.03300666809082031
3,2,0.825,0.8257575757575758,0.8240100565681961,"[5004, 1670, 8317, 6914, 243, 765, 2372, 1540, 4191, 8845, 7524, 3719, 1231, 1605, 4959, 3147, 1256, 5866, 2979, 5810, 7400, 1811, 856, 2643, 311, 9278, 2639, 1021, 2817, 3691, 8367, 3515, 3364, 619, 9070, 2865, 9026, 1512, 5800, 9641, 413, 5082, 8422, 9616, 1437, 3967, 7993, 7822, 6357, 7318, 8501, 9886, 4492, 3982, 5652, 7907, 9586, 9446, 7627, 9734, 2308, 9649, 157, 8017, 6098, 3958, 375, 6912, 4289, 1848, 8703, 9749, 7733, 5757, 6003]",1.2744476795196533,1.3104345798492432,0.0019986629486083984,0.0329890251159668
3,3,0.875,0.8712121212121212,0.873015873015873,"[7883, 1375, 4191, 765, 5420, 1540, 994, 5004, 1234, 2639, 1231, 3780, 3986, 8845, 2979, 8422, 85, 6824, 4653, 9182, 4492, 7499, 1670, 4839, 7318, 9790, 7907, 9446, 9278, 8935, 7018, 9134, 619, 435, 9641, 243, 4483, 6914, 8792, 859, 8322, 697, 1399, 7822, 8703, 4289, 1645, 9492, 4070, 3147, 7524, 8816, 8501, 5652, 2308, 7274, 3982, 1811, 9459, 2817, 3577, 7747, 1605, 1512, 8425, 1475, 6279, 2076, 2372, 4604, 656, 4254, 1656, 8367, 157]",1.2714152336120605,1.3073182106018066,0.0020067691802978516,0.03200960159301758
3,4,0.85,0.8388746803069054,0.84375,"[765, 619, 243, 2979, 2372, 7524, 1670, 5866, 4191, 1540, 9070, 6098, 7747, 9886, 8845, 5045, 2639, 1605, 9092, 5004, 1512, 7231, 6914, 1231, 9749, 3780, 1811, 8703, 6824, 3515, 1520, 8422, 130, 311, 3364, 2308, 8935, 9446, 6347, 7520, 2076, 1475, 435, 2541, 4492, 2524, 413, 5652, 9641, 9465, 9790, 2817, 6747, 7318, 8367, 697, 1095, 1999, 9278, 8191, 4959, 7198, 44, 4483, 1750, 3764, 9511, 319, 5800, 1437, 9026, 7993, 7822, 4289, 3347]",1.2743618488311768,1.3104102611541748,0.00099945068359375,0.034049272537231445
3,5,0.75,0.7672634271099744,0.75,"[1670, 4191, 6914, 1540, 1811, 8845, 1605, 243, 1231, 1512, 9278, 2639, 2372, 9465, 7645, 839, 2979, 7524, 7520, 8136, 9511, 7074, 1461, 470, 435, 5004, 8191, 3719, 2643, 619, 7856, 3985, 2021, 5082, 326, 6427, 2308, 7747, 85, 8422, 7493, 1095, 7219, 800, 912, 9070, 2097, 157, 5472, 8501, 403, 5045, 3035, 8367, 1475, 262, 8805, 3515, 6695, 1882, 2233, 6927, 3958, 7318, 8703, 6098, 765, 697, 4872, 44, 2817, 413, 7733, 4492, 6480]",1.277099609375,1.3145089149475098,0.0010454654693603516,0.0338594913482666
