rep,fold,accuracy,recall,f1_score,features_selected,time_selection,time_total,train_time,pred_time
1,1,0.9642857142857143,0.9642857142857142,0.9642845480668756,"[3656, 557, 3975, 511, 2742, 4507, 3002, 4195, 904, 4271, 338, 1228, 3721, 4164, 1771, 4875, 1558, 1258, 1600, 719, 1328, 4856, 3062, 4652, 3965, 214, 2301, 4878, 579, 4386, 3543, 4585, 568, 4493, 3065, 4553, 1599, 3468, 1030, 948, 2554, 1813, 3827, 3426, 1359, 455, 2662, 576, 4963, 4228, 4424, 4456, 934, 1606, 1663, 2740, 3699, 3443, 532, 1479, 1358, 3694, 2007, 2764, 139, 3418, 4869, 1277, 698, 554, 2489, 1532, 2641, 4694, 2094]",4.8716206550598145,5.425926923751831,0.027081012725830078,0.4868965148925781
1,2,0.965,0.9650000000000001,0.9649888357256777,"[3656, 557, 3975, 511, 4507, 2742, 4195, 3002, 904, 4271, 1771, 4875, 338, 1228, 4164, 1558, 3721, 719, 1600, 1328, 1258, 214, 4652, 3965, 3062, 4856, 4585, 2301, 4878, 579, 4386, 568, 3543, 3065, 4493, 4553, 1599, 3468, 948, 1030, 2554, 1813, 3827, 3426, 1359, 4963, 934, 576, 455, 2662, 1663, 3699, 1606, 4228, 4456, 4424, 532, 3443, 2740, 1479, 139, 2007, 4694, 1358, 3694, 1532, 2489, 698, 3418, 1277, 554, 2764, 2641, 4869, 1155]",4.828851699829102,5.227967262268066,0.025130748748779297,0.36997556686401367
1,3,0.9578571428571429,0.9578571428571429,0.9578523044737278,"[3656, 557, 3975, 511, 2742, 4507, 904, 4195, 3002, 4271, 338, 1228, 3721, 1771, 4875, 719, 1600, 1558, 214, 1258, 3062, 4856, 4164, 2301, 4878, 1328, 4386, 579, 3965, 4652, 4585, 568, 3543, 3065, 4493, 4553, 1599, 3468, 948, 1030, 2554, 1813, 3426, 2662, 3827, 1359, 4963, 455, 4228, 4456, 3443, 3699, 4424, 1663, 576, 934, 1479, 2740, 1606, 139, 1358, 2007, 532, 698, 3694, 554, 3418, 1277, 2489, 4869, 4694, 1532, 2673, 2764, 2641]",4.846490859985352,5.293616533279419,0.02650761604309082,0.41660523414611816
1,4,0.9614285714285714,0.9614285714285714,0.9614152636317423,"[3656, 557, 3975, 511, 2742, 4195, 4507, 904, 3002, 4271, 338, 3721, 1228, 4875, 1771, 1558, 4164, 1600, 719, 1258, 3965, 4652, 1328, 214, 4878, 3062, 4856, 3065, 4585, 2301, 4493, 579, 4386, 568, 3543, 1599, 3468, 4553, 1030, 948, 2554, 1813, 3827, 1359, 4963, 576, 3426, 455, 2662, 1663, 4228, 934, 3699, 4456, 3443, 1606, 4424, 2740, 1479, 532, 698, 139, 2007, 3694, 554, 3418, 4694, 1358, 4869, 2489, 2764, 1532, 1277, 2641, 1155]",4.940778493881226,5.376692771911621,0.026512622833251953,0.40497469902038574
1,5,0.9635714285714285,0.9635714285714285,0.963569179525879,"[3656, 557, 3975, 511, 2742, 4507, 3002, 904, 4195, 4271, 338, 1228, 3721, 1771, 4875, 1558, 1600, 719, 1258, 4164, 214, 4652, 3965, 4856, 3062, 1328, 568, 4878, 4493, 2301, 579, 3065, 4386, 4585, 3543, 3468, 1030, 1599, 4553, 948, 2554, 1813, 1359, 4228, 3827, 4963, 3426, 2662, 1663, 576, 455, 3699, 934, 4456, 532, 1606, 3443, 4424, 2740, 139, 3694, 1479, 2764, 2489, 2007, 698, 4694, 554, 1358, 1277, 3418, 1532, 2094, 2641, 4869]",5.1902570724487305,5.6446545124053955,0.028512001037597656,0.41985607147216797
2,1,0.9664285714285714,0.9664285714285714,0.9664160802665889,"[3656, 557, 3975, 511, 2742, 4507, 4195, 4271, 904, 3002, 3721, 338, 1228, 4875, 1771, 1558, 719, 1600, 4164, 4652, 3965, 214, 1258, 4856, 3062, 1328, 2301, 4878, 579, 4386, 568, 3543, 4493, 4585, 3065, 4553, 3468, 948, 1599, 1030, 2554, 1813, 3827, 3426, 1359, 2662, 4963, 4228, 455, 934, 1663, 576, 4456, 4424, 1606, 3443, 3699, 2007, 2740, 1479, 532, 139, 1277, 1358, 3418, 2489, 4869, 4694, 1532, 698, 3694, 554, 2764, 2673, 2094]",5.00203800201416,5.452092409133911,0.026711463928222656,0.4192805290222168
2,2,0.965,0.9650000000000001,0.9649969818826215,"[3656, 557, 3975, 511, 2742, 3002, 4507, 4195, 904, 4271, 338, 1228, 3721, 1771, 4875, 1558, 1258, 4164, 719, 1600, 1328, 3062, 4856, 3965, 4652, 214, 4878, 2301, 4585, 4386, 3065, 568, 579, 3543, 4493, 4553, 3468, 1030, 1599, 948, 2554, 1813, 1359, 3827, 4963, 3426, 2662, 576, 3699, 455, 4228, 4456, 1663, 934, 3443, 4424, 139, 2740, 532, 1606, 1479, 2007, 3694, 1358, 698, 554, 2764, 2489, 3418, 1532, 4694, 4869, 1277, 2641, 596]",4.913702487945557,5.388033390045166,0.029058218002319336,0.44118237495422363
2,3,0.9578571428571429,0.9578571428571429,0.9578457655152846,"[3656, 557, 3975, 511, 4507, 2742, 3002, 904, 4195, 338, 4271, 1228, 4875, 1771, 3721, 4164, 1558, 1258, 719, 1600, 4652, 3965, 214, 1328, 4878, 4856, 3062, 2301, 4493, 3065, 4386, 579, 568, 4585, 3543, 1599, 3468, 1030, 4553, 948, 2554, 1813, 3827, 1359, 2662, 3426, 4963, 4228, 576, 1663, 455, 934, 3699, 4456, 3443, 1606, 532, 4424, 1479, 2740, 139, 3694, 2764, 698, 1358, 2007, 554, 3418, 4869, 4694, 2489, 2641, 2094, 1277, 1532]",4.986019611358643,5.4502198696136475,0.026465415954589844,0.4331963062286377
2,4,0.9707142857142858,0.9707142857142858,0.9707088907701877,"[3656, 557, 3975, 511, 2742, 4195, 4507, 3002, 904, 4271, 338, 1228, 4875, 1771, 1558, 3721, 1600, 719, 4164, 1328, 4856, 3062, 1258, 214, 3965, 4652, 579, 4878, 2301, 568, 4386, 3065, 4585, 4553, 3543, 4493, 3468, 1599, 1030, 948, 2554, 1813, 3827, 4963, 3426, 1359, 576, 455, 4228, 2662, 934, 3699, 4424, 1606, 4456, 1663, 2740, 3443, 532, 3694, 1479, 1358, 139, 4694, 2489, 554, 2764, 1277, 3418, 2007, 698, 1532, 2673, 2641, 1155]",4.939617872238159,5.404156684875488,0.02635955810546875,0.4341723918914795
2,5,0.955,0.9550000000000001,0.9549961195633705,"[3656, 557, 3975, 511, 2742, 4507, 3002, 904, 4195, 4271, 338, 4875, 1771, 1228, 3721, 1558, 719, 1600, 4164, 214, 1258, 1328, 3965, 4652, 4856, 3062, 4878, 2301, 4585, 4386, 579, 568, 3065, 4493, 3543, 4553, 948, 1030, 3468, 1599, 2554, 1813, 3827, 3426, 1359, 455, 4963, 4228, 934, 3699, 4424, 576, 2662, 4456, 1663, 1606, 2740, 3443, 532, 1479, 3694, 2007, 698, 554, 1358, 139, 3418, 2641, 4694, 2489, 4869, 1277, 2764, 1532, 2673]",4.976426839828491,5.429822206497192,0.026415109634399414,0.42348146438598633
